OWN_OCC,LU_DESC,UNIT_NUM,ST_NUM,ST_NAME,ZIPCODE,CITY,RES_UNITS,join_idx
N,CONDO PARKING (RES),PS 52,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 53,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 54,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 55,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 56,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 57,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 58,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 59,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 60,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 61,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 62,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 63,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 64,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 65,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 66,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 67,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 68,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 69,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,CONDO PARKING (RES),PS 70,44.0,PRINCE ST,2113,BOSTON,0,44 prince
N,COMM PKG GARAGE,,235.0,WASHINGTON ST,2108,BOSTON,0,235 washington
N,CONDO MAIN,,280.0,CONGRESS ST,2210,BOSTON,0,280 congress
N,OFFICE CLS A,TOWER,280.0,CONGRESS ST,2210,BOSTON,0,280 congress
N,OFFICE CLS A,OFFICE,280.0,CONGRESS ST,2210,BOSTON,0,280 congress
N,RESTAURANT/Cafeteria,RETAIL,280.0,CONGRESS ST,2210,BOSTON,0,280 congress
N,COMM MULTI-USE,GARAGE,280.0,CONGRESS ST,2210,BOSTON,0,280 congress
N,RESIDENTIAL LAND,,,ATLANTIC AV,2210,BOSTON,0,atlantic
N,BOST REDEVELOP AUTH,,,ATLANTIC AV,2114,BOSTON,0,atlantic
N,OTHER PUBLIC LAND,,,ATLANTIC AV,2109,BOSTON,0,atlantic
N,BOST REDEVELOP AUTH,,,ATLANTIC AV,2110,BOSTON,0,atlantic
N,BOST REDEVELOP AUTH,,,ATLANTIC AV,2110,BOSTON,0,atlantic
N,BOS HOUSING AUTHOR,,,ATLANTIC AV,2110,BOSTON,0,atlantic
N,BOS HOUSING AUTHOR,,,ATLANTIC AV,2110,BOSTON,0,atlantic
N,COMMERCIAL LAND,,,ATLANTIC AV,2110,BOSTON,0,atlantic
N,COMMERCIAL LAND,,,ATLANTIC AV,2110,BOSTON,0,atlantic
N,CONDO MAIN,,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,CONDO MAIN,,234.0,CAUSEWAY ST,2114,BOSTON,107,234 causeway
Y,RESIDENTIAL CONDO,701,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,702,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,703,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,704,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,705,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,706,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,707,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,708,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,709,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,710,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,711,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,712,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,713,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,714,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,716,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,717,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,718,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,719,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,720,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,721,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,722,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,723,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,801,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,802,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,803,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,804,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,805,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,806,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,807,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,808,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,809,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,810,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,811,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,812,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,813,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,814,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,815,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,816,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,817,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,818,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,819,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,820,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,821,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,822,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,823,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,901,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,902,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,903,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,904,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,905,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,906,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,907,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,908,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,909,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,910,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,911,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,912,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,914,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,915,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,916,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,917,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,918,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,919,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,920,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,921,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,922,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,923,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1001,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1002,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1003,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1004,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1005,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1006,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1007,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1008,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1010,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1012,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1013,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1014,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1015,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1101,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1102,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1103,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1104,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1105,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1106,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1107,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1108,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1109,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1110,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1111,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1201,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1202,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1203,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1204,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1205,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1206,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1207,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1208,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1209,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1210,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1211,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,1212,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
Y,RESIDENTIAL CONDO,1213,234.0,CAUSEWAY ST,2114,BOSTON,1,234 causeway
N,RESIDENTIAL CONDO,2-A,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,2-B,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
Y,RESIDENTIAL CONDO,2-C,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,2-D,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,2-E,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,2-F,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,3-A,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,3-B,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
Y,RESIDENTIAL CONDO,3-C,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,3-D,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,3-E,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,3-F,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,3-G,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,4-A,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,4-B,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,4-C,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,4-D,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,4-E,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,4-F,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
Y,RESIDENTIAL CONDO,5-A,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,5-B,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,5-C,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
Y,RESIDENTIAL CONDO,5-D,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,5-E,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,5-F,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,RESIDENTIAL CONDO,5-G,386.0,COMMERCIAL ST,2109,BOSTON,1,386 commercial
N,OTHER PUBLIC LAND,,,ATLANTIC AV,2110,BOSTON,0,atlantic
N,OTHER PUBLIC LAND,,,ATLANTIC AV,2110,BOSTON,0,atlantic
N,RES /COMMERCIAL USE,,235.0,WASHINGTON ST,2109,BOSTON,0,235 washington
N,CHARITABLE Organization,,,ATLANTIC AV,2109,BOSTON,0,atlantic
N,OTHER PUBLIC LAND,,,ATLANTIC AV,2109,BOSTON,0,atlantic
N,OTHER PUBLIC LAND,,,ATLANTIC AV,2110,BOSTON,0,atlantic
N,OTHER PUBLIC LAND,,,ATLANTIC AV,2110,BOSTON,0,atlantic
N,OTHER PUBLIC LAND,,,ATLANTIC AV,2110,BOSTON,0,atlantic
N,RES /COMMERCIAL USE,,120.0,KINGSTON ST,2111,BOSTON,0,120 kingston
N,OTHER EXEMPT BLDG,,,ATLANTIC AV,2111,BOSTON,0,atlantic
N,CONDO MAIN,,90.0,SOUTH ST,2111,BOSTON,3,90 south
N,RETAIL CONDO,B,90.0,SOUTH ST,2111,BOSTON,0,90 south
Y,COMM MULTI-USE,1,90.0,SOUTH ST,2111,BOSTON,0,90 south
N,RESIDENTIAL CONDO,2,90.0,SOUTH ST,2111,BOSTON,1,90 south
Y,RESIDENTIAL CONDO,3,90.0,SOUTH ST,2111,BOSTON,1,90 south
Y,RESIDENTIAL CONDO,4,90.0,SOUTH ST,2111,BOSTON,1,90 south
Y,RESIDENTIAL CONDO,5,90.0,SOUTH ST,2111,BOSTON,1,90 south
N,EXEMPT 121A PROP,,,ATLANTIC AV,2210,BOSTON,0,atlantic
N,Commonwealth of Mass,,,ATLANTIC AV,2110,BOSTON,0,atlantic
N,RESIDENTIAL CONDO,3A,42.0,BEACH ST,2111,BOSTON,1,42 beach
Y,RESIDENTIAL CONDO,3B,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,3C,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,3D,42.0,BEACH ST,2111,BOSTON,1,42 beach
Y,RESIDENTIAL CONDO,4A,42.0,BEACH ST,2111,BOSTON,1,42 beach
Y,RESIDENTIAL CONDO,4B,42.0,BEACH ST,2111,BOSTON,1,42 beach
Y,RESIDENTIAL CONDO,4C,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,4D,42.0,BEACH ST,2111,BOSTON,1,42 beach
Y,RESIDENTIAL CONDO,5A,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,5B,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,5C,42.0,BEACH ST,2111,BOSTON,1,42 beach
Y,RESIDENTIAL CONDO,5D,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,6A,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,6B,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,6C,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,6D,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,7A,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,7B,42.0,BEACH ST,2111,BOSTON,1,42 beach
Y,RESIDENTIAL CONDO,7C,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,7D,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,8A,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,8B,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,8C,42.0,BEACH ST,2111,BOSTON,1,42 beach
Y,RESIDENTIAL CONDO,8D,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,9A,42.0,BEACH ST,2111,BOSTON,1,42 beach
Y,RESIDENTIAL CONDO,9B,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,9C,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,9D,42.0,BEACH ST,2111,BOSTON,1,42 beach
Y,RESIDENTIAL CONDO,10A,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,10B,42.0,BEACH ST,2111,BOSTON,1,42 beach
Y,RESIDENTIAL CONDO,10C,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,RESIDENTIAL CONDO,10D,42.0,BEACH ST,2111,BOSTON,1,42 beach
N,BOS HOUSING AUTHOR,,52.0,CHAUNCY ST,2111,BOSTON,0,52 chauncy
N,RELIGIOUS Organization,,1.0,PARK ST,2108,BOSTON,0,1 park
N,CONDO MAIN,,453.0,WASHINGTON ST,2111,BOSTON,40,453 washington
N,RETAIL CONDO,1,453.0,WASHINGTON ST,2111,BOSTON,0,453 washington
N,RESIDENTIAL CONDO,3A,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,3B,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,3C,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,3D,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,3E,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,3F,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,4A,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,4B,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,4C,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,4D,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,4E,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,5A,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,5B,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,5C,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,5D,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,5E,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,6A,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,6B,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,6C,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,6D,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,6E,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,7B,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,7C,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,7D,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,7E,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,8A,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,8B,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,8C,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,8D,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,8E,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,9A,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,9B,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,9C,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,9D,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,9E,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,10A,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,10B,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,10E,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,11A,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,RESIDENTIAL CONDO,11B,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
Y,RESIDENTIAL CONDO,11E,453.0,WASHINGTON ST,2111,BOSTON,1,453 washington
N,OTHER EXEMPT BLDG,,47.0,WEST ST,2111,BOSTON,0,47 west
N,STAGE THEATER,,,MASON ST,2111,BOSTON,0,mason
N,COLLEGE (academic),,,MASON ST,2111,BOSTON,0,mason
N,RES /COMMERCIAL USE,,660.0,WASHINGTON ST,2111,BOSTON,0,660 washington
N,CONDO MAIN,,660.0,WASHINGTON ST,2111,BOSTON,1,660 washington
N,RES /COMMERCIAL USE,,660.0,WASHINGTON ST,2111,BOSTON,0,660 washington
N,RES /COMMERCIAL USE,,660.0,WASHINGTON ST,2111,BOSTON,0,660 washington
N,SUBSD HOUSING S- 8,,15.0,ESSEX ST,2111,BOSTON,0,15 essex
N,PAY PARKING LOT,,,HARRISON AV,2111,BOSTON,0,harrison
N,PAY PARKING LOT,,,HARRISON AV,2111,BOSTON,0,harrison
N,PAY PARKING LOT,,,HARRISON AV,2111,BOSTON,0,harrison
N,PAY PARKING LOT,,,HARRISON AV,2111,BOSTON,0,harrison
N,MASS HIGHWAY DEPT,,,HARRISON AV,2111,BOSTON,0,harrison
N,CONDO MAIN,,99.0,KNEELAND ST,2111,BOSTON,217,99 kneeland
N,RES /COMMERCIAL USE,,99.0,KNEELAND ST,2111,BOSTON,0,99 kneeland
N,RES /COMMERCIAL USE,,66.0,HUDSON ST,2111,BOSTON,0,66 hudson
N,Subterranean Garage,,99.0,KNEELAND ST,2111,BOSTON,0,99 kneeland
N,OTHER EXEMPT BLDG,,,OAK ST,2111,BOSTON,0,oak
N,RES /COMMERCIAL USE,,230.0,HARRISON AV,2111,BOSTON,0,230 harrison
N,COLLEGE (academic),,,HARRISON AV,2111,BOSTON,0,harrison
N,COLLEGE (academic),,,HARRISON AV,2111,BOSTON,0,harrison
N,OTHER EXEMPT BLDG,,,HARRISON AV,2111,BOSTON,0,harrison
N,COLLEGE (academic),,,HARRISON AV,2111,BOSTON,0,harrison
N,OTHER EXEMPT BLDG,,,HARRISON AV,2111,BOSTON,0,harrison
N,COLLEGE (academic),,,HARRISON AV,2111,BOSTON,0,harrison
N,OTHER EXEMPT BLDG,,,HARRISON AV,2111,BOSTON,0,harrison
